0.004149378	0.002919708	0	0	0.002642008	0	0	0	0	0.000300684	1.51816E-05
0	0.001459854	0	0	0.001981506	0.001638002	0	0.00130719	0	0.001052394	6.07266E-05
0.020746888	0.010218978	0	0.017241379	0.011228534	0.015561016	0	0.011764706	0.007771086	0.023854268	0.006938013
0.012448133	0.002919708	0.008403361	0.022988506	0.020475561	0.013923014	0	0.020915033	0.010421581	0.030770002	0.003286827
0.029045643	0.01459854	0.008403361	0.011494253	0.048216645	0.040950041	0	0.058823529	0.000277539	0.008945351	0.002337974
0.12033195	0.080291971	0.042016807	0.068965517	0.107661823	0.103194103	0.142857143	0.138562092	0.140434626	0.280563281	0.105307504
0.282157676	0.15620438	0.134453782	0.155172414	0.21664465	0.122031122	0.571428571	0.25620915	0.483208903	1	0.359463481
0.165975104	0.080291971	0.050420168	0.103448276	0.102377807	0.067977068	0.285714286	0.134640523	0.005189975	0.022826931	0.007120193
0.053941909	0.039416058	0.025210084	0.034482759	0.054821664	0.032760033	0	0.062745098	0.00203991	0.013480669	0.004220498
0.062240664	0.059854015	0.092436975	0.022988506	0.035006605	0.036855037	0.142857143	0.031372549	0.007063362	0.009145807	0.004736674
0.024896266	0.023357664	0.033613445	0.017241379	0.019154557	0.015561016	0	0.018300654	0.000152646	0.002756271	0.000971625
0.091286307	0.090510949	0.033613445	0.120689655	0.072655218	0.072891073	0	0.077124183	0.003302712	0.006564935	0.004569676
0.157676349	0.22189781	0.117647059	0.224137931	0.186261559	0.198198198	1	0.190849673	0.013377369	0.032523992	0.011105376
0.265560166	0.335766423	0.243697479	0.293103448	0.272126816	0.271089271	0.857142857	0.294117647	0.025047875	0.072439801	0.018772108
0.904564315	1	1	0.971264368	0.918097754	0.945945946	0.571428571	0.939869281	0.158904832	0.319176126	0.127768753
1	0.962043796	0.966386555	1	1	1	1	1	0.910063556	0.654263449	0.556156918
0.369294606	0.309489051	0.504201681	0.264367816	0.451783355	0.527436527	0.285714286	0.409150327	0.258624518	0.213059711	0.143504532
0.360995851	0.294890511	0.428571429	0.270114943	0.408850727	0.493857494	0.142857143	0.396078431	0.048652549	0.074920444	0.044072325
0.294605809	0.172262774	0.352941176	0.229885057	0.330911493	0.376740377	0.142857143	0.34248366	0.030626405	0.040893032	0.024525953
0.228215768	0.160583942	0.226890756	0.155172414	0.245046235	0.295659296	0.142857143	0.290196078	0.021065194	0.052093513	0.021709757
0.178423237	0.150364964	0.168067227	0.206896552	0.290620872	0.297297297	0	0.290196078	0.054203325	0.075797439	0.03352108
0.161825726	0.151824818	0.218487395	0.114942529	0.231836196	0.241605242	0.285714286	0.258823529	0.084024867	0.131849959	0.038584159
0.244813278	0.140145985	0.268907563	0.155172414	0.265521797	0.325143325	0.714285714	0.28627451	0.040173739	0.068706307	0.025672167
0.186721992	0.159124088	0.235294118	0.074712644	0.179656539	0.227682228	0.285714286	0.19869281	0.030945575	0.046756371	0.028177139
0.253112033	0.115328467	0.134453782	0.068965517	0.209379128	0.25962326	0	0.226143791	0.064083706	0.044726753	0.028996948
0.215767635	0.160583942	0.226890756	0.143678161	0.237120211	0.297297297	0.142857143	0.232679739	0.033942994	0.028389586	0.017443714
0.153526971	0.132846715	0.18487395	0.120689655	0.178996037	0.235872236	0.142857143	0.196078431	0.012419861	0.023227843	0.0089344
0.203319502	0.159124088	0.100840336	0.097701149	0.178996037	0.219492219	0.142857143	0.196078431	0.015528295	0.033927184	0.021360579
0.145228216	0.144525547	0.092436975	0.068965517	0.171730515	0.212121212	0.714285714	0.189542484	0.023590797	0.061690346	0.036322094
0.066390041	0.032116788	0.058823529	0.022988506	0.060766182	0.064701065	0.285714286	0.070588235	0.000832616	0.006990904	0.001540937
0.058091286	0.024817518	0.008403361	0.017241379	0.028401585	0.044226044	0	0.031372549	0.000374677	0.002480643	0.001001989
0.053941909	0.02919708	0.033613445	0	0.026420079	0.036036036	0	0.02875817	0.000943632	0.002781328	0.000614857
0.004149378	0.00729927	0.025210084	0.005747126	0.015852048	0.022113022	0	0.013071895	0.000152646	0.000200456	0.000113862
0.012448133	0.013138686	0	0	0.015191546	0.016380016	0	0.011764706	4.16308E-05	0.001127565	0.000227725
0.024896266	0.00729927	0.016806723	0	0.011889036	0.022932023	0.142857143	0.014379085	0.003982682	0.024280238	0.030917427
0.053941909	0.024817518	0.058823529	0.022988506	0.035006605	0.048321048	0	0.032679739	0.002275818	0.008093413	0.003567687
0.041493776	0.026277372	0.084033613	0.017241379	0.045574637	0.049140049	0	0.049673203	0.001054647	0.002656042	0.0023987
